Image ID,Label,Path
pituitary_472,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_472.jpg
pituitary_501,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_501.jpg
pituitary_287,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_287.jpg
pituitary_485,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_485.jpg
pituitary_365,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_365.jpg
pituitary_305,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_305.jpg
pituitary_479,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_479.jpg
pituitary_96,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_96.jpg
pituitary_441,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_441.jpg
pituitary_535,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_535.jpg
pituitary_358,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_358.jpg
pituitary_329,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_329.jpg
pituitary_58,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_58.jpg
pituitary_120,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_120.jpg
pituitary_91,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_91.jpg
pituitary_384,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_384.jpg
pituitary_97,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_97.jpg
pituitary_89,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_89.jpg
pituitary_292,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_292.jpg
pituitary_333,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_333.jpg
pituitary_425,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_425.jpg
pituitary_351,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_351.jpg
pituitary_525,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_525.jpg
pituitary_481,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_481.jpg
pituitary_45,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_45.jpg
pituitary_172,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_172.jpg
pituitary_312,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_312.jpg
pituitary_286,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_286.jpg
pituitary_541,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_541.jpg
pituitary_356,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_356.jpg
pituitary_186,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_186.jpg
pituitary_318,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_318.jpg
pituitary_417,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_417.jpg
pituitary_442,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_442.jpg
pituitary_548,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_548.jpg
pituitary_199,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_199.jpg
pituitary_584,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_584.jpg
pituitary_424,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_424.jpg
pituitary_141,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_141.jpg
pituitary_175,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_175.jpg
pituitary_70,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_70.jpg
pituitary_25,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_25.jpg
pituitary_168,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_168.jpg
pituitary_284,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_284.jpg
pituitary_545,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_545.jpg
pituitary_57,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_57.jpg
pituitary_557,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_557.jpg
pituitary_114,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_114.jpg
pituitary_244,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_244.jpg
pituitary_81,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_81.jpg
pituitary_350,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_350.jpg
pituitary_222,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_222.jpg
pituitary_22,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_22.jpg
pituitary_598,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_598.jpg
pituitary_469,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_469.jpg
pituitary_8,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_8.jpg
pituitary_144,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_144.jpg
pituitary_397,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_397.jpg
pituitary_316,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_316.jpg
pituitary_187,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_187.jpg
pituitary_93,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_93.jpg
pituitary_94,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_94.jpg
pituitary_285,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_285.jpg
pituitary_103,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_103.jpg
pituitary_282,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_282.jpg
pituitary_55,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_55.jpg
pituitary_157,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_157.jpg
pituitary_233,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_233.jpg
pituitary_304,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_304.jpg
pituitary_496,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_496.jpg
pituitary_109,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_109.jpg
pituitary_381,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_381.jpg
pituitary_564,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_564.jpg
pituitary_354,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_354.jpg
pituitary_349,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_349.jpg
pituitary_457,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_457.jpg
pituitary_76,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_76.jpg
pituitary_3,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_3.jpg
pituitary_480,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_480.jpg
pituitary_345,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_345.jpg
pituitary_111,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_111.jpg
pituitary_303,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_303.jpg
pituitary_151,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_151.jpg
pituitary_518,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_518.jpg
pituitary_580,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_580.jpg
pituitary_464,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_464.jpg
pituitary_586,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_586.jpg
pituitary_28,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_28.jpg
pituitary_198,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_198.jpg
pituitary_307,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_307.jpg
pituitary_512,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_512.jpg
pituitary_451,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_451.jpg
pituitary_343,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_343.jpg
pituitary_20,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_20.jpg
pituitary_439,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_439.jpg
pituitary_291,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_291.jpg
pituitary_314,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_314.jpg
pituitary_44,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_44.jpg
pituitary_393,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_393.jpg
pituitary_444,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_444.jpg
pituitary_189,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_189.jpg
pituitary_274,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_274.jpg
pituitary_431,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_431.jpg
pituitary_389,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_389.jpg
pituitary_296,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_296.jpg
pituitary_110,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_110.jpg
pituitary_355,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_355.jpg
pituitary_190,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_190.jpg
pituitary_551,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_551.jpg
pituitary_115,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_115.jpg
pituitary_60,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_60.jpg
pituitary_300,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_300.jpg
pituitary_575,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_575.jpg
pituitary_155,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_155.jpg
pituitary_503,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_503.jpg
pituitary_538,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_538.jpg
pituitary_597,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_597.jpg
pituitary_309,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_309.jpg
pituitary_107,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_107.jpg
pituitary_589,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_589.jpg
pituitary_174,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_174.jpg
pituitary_443,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_443.jpg
pituitary_435,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_435.jpg
pituitary_101,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_101.jpg
pituitary_474,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_474.jpg
pituitary_377,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_377.jpg
pituitary_161,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_161.jpg
pituitary_142,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_142.jpg
pituitary_82,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_82.jpg
pituitary_470,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_470.jpg
pituitary_411,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_411.jpg
pituitary_415,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_415.jpg
pituitary_234,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_234.jpg
pituitary_394,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_394.jpg
pituitary_272,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_272.jpg
pituitary_582,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_582.jpg
pituitary_179,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_179.jpg
pituitary_219,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_219.jpg
pituitary_320,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_320.jpg
pituitary_476,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_476.jpg
pituitary_581,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_581.jpg
pituitary_245,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_245.jpg
pituitary_486,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_486.jpg
pituitary_385,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_385.jpg
pituitary_380,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_380.jpg
pituitary_335,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_335.jpg
pituitary_465,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_465.jpg
pituitary_216,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_216.jpg
pituitary_118,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_118.jpg
pituitary_152,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_152.jpg
pituitary_468,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_468.jpg
pituitary_549,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_549.jpg
pituitary_325,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_325.jpg
pituitary_432,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_432.jpg
pituitary_62,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_62.jpg
pituitary_228,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_228.jpg
pituitary_14,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_14.jpg
pituitary_39,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_39.jpg
pituitary_63,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_63.jpg
pituitary_560,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_560.jpg
pituitary_85,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_85.jpg
pituitary_258,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_258.jpg
pituitary_487,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_487.jpg
pituitary_225,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_225.jpg
pituitary_167,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_167.jpg
pituitary_46,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_46.jpg
pituitary_357,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_357.jpg
pituitary_533,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_533.jpg
pituitary_71,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_71.jpg
pituitary_383,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_383.jpg
pituitary_558,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_558.jpg
pituitary_30,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_30.jpg
pituitary_278,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_278.jpg
pituitary_423,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_423.jpg
pituitary_430,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_430.jpg
pituitary_498,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_498.jpg
pituitary_374,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_374.jpg
pituitary_134,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_134.jpg
pituitary_36,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_36.jpg
pituitary_220,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_220.jpg
pituitary_482,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_482.jpg
pituitary_382,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_382.jpg
pituitary_248,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_248.jpg
pituitary_556,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_556.jpg
pituitary_276,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_276.jpg
pituitary_162,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_162.jpg
pituitary_568,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_568.jpg
pituitary_289,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_289.jpg
pituitary_299,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_299.jpg
pituitary_235,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_235.jpg
pituitary_121,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_121.jpg
pituitary_229,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_229.jpg
pituitary_231,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_231.jpg
pituitary_171,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_171.jpg
pituitary_273,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_273.jpg
pituitary_412,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_412.jpg
pituitary_418,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_418.jpg
pituitary_51,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_51.jpg
pituitary_165,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_165.jpg
pituitary_202,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_202.jpg
pituitary_183,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_183.jpg
pituitary_205,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_205.jpg
pituitary_95,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_95.jpg
pituitary_546,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_546.jpg
pituitary_334,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_334.jpg
pituitary_15,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_15.jpg
pituitary_321,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_321.jpg
pituitary_33,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_33.jpg
pituitary_279,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_279.jpg
pituitary_254,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_254.jpg
pituitary_596,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_596.jpg
pituitary_339,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_339.jpg
pituitary_56,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_56.jpg
pituitary_588,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_588.jpg
pituitary_378,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_378.jpg
pituitary_43,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_43.jpg
pituitary_268,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_268.jpg
pituitary_572,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_572.jpg
pituitary_509,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_509.jpg
pituitary_514,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_514.jpg
pituitary_226,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_226.jpg
pituitary_92,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_92.jpg
pituitary_585,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_585.jpg
pituitary_506,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_506.jpg
pituitary_32,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_32.jpg
pituitary_193,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_193.jpg
pituitary_150,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_150.jpg
pituitary_290,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_290.jpg
pituitary_12,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_12.jpg
pituitary_67,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_67.jpg
pituitary_106,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_106.jpg
pituitary_372,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_372.jpg
pituitary_203,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_203.jpg
pituitary_530,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_530.jpg
pituitary_522,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_522.jpg
pituitary_532,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_532.jpg
pituitary_249,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_249.jpg
pituitary_461,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_461.jpg
pituitary_529,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_529.jpg
pituitary_488,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_488.jpg
pituitary_138,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_138.jpg
pituitary_170,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_170.jpg
pituitary_400,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_400.jpg
pituitary_86,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_86.jpg
pituitary_326,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_326.jpg
pituitary_587,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_587.jpg
pituitary_10,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_10.jpg
pituitary_396,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_396.jpg
pituitary_573,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_573.jpg
pituitary_53,pituitary,./../../diffusion models/generated_images/pituitary_256/pituitary_53.jpg
